estado;num_gestiona;pertenece_a_licitacion;es_licitacion;fecha_oferta;agente_comercial;oficina;tipo_servicio;grupo;cliente;objeto;origen;comentarios;;presupuesto_total;gastos_estimados;tecnico_t1;fin_licitacion;ingresos_2026;ingresos_2027;ingresos_2028;ingresos_2029;ingresos_2030
ACEPTADO;T OV-20180151;NO;SI;16/01/2018;IMR;MADRID;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;AUTOPROTECCION 2018;CLIENTE ANTIGUO;;;84.287,00 €;14290;;;;;;;
RECHAZADO;T OV-20180153;NO;;16/01/2018;IMR;NAVARRA;ATEX;CRINGAS;CRINGAS;DPCEx PSR GNL MURCIA;CLIENTE ANTIGUO;;;1.550,00 €;340;;;;;;;
ACEPTADO;T OV-20181642;NO;;16/01/2018;IMR;NAVARRA;ATEX;CRINGAS;CRINGAS;PAU Y DPCEx GNV HOSTALETS;CLIENTE ANTIGUO;;;3.125,00 €;268;;;;;;;
ACEPTADO;T OV-20180175;SI;;19/01/2018;AAB;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;NEDGIA MADRID;REV PE GNL ESTREMERA;CLIENTE ANTIGUO;;;978,00 €;14;;;;;;;
RECHAZADO;T OV-20180167;NO;;19/01/2018;CPV;MADRID;RIESGOS;TECNICAS REUNIDAS;TECNICAS REUNIDAS;HAZOP CC TIERRA MOJADA;CLIENTE NUEVO;;;12.860,00 €;600;;;;;;;
RECHAZADO;T OV-20180190;NO;;22/01/2018;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA AGUA;REV DPCEx EDAR ALCALA OESTE;CLIENTE ANTIGUO;email 10/08;;2.800,00 €;226;;;;;;;
ACEPTADO;T OV-20180193;NO;;22/01/2018;IMR;NAVARRA;ATEX;IMQ PREVENCION;PLASTIGAUR;DPCEx PLASTIGAUR;IMQ;;;1.425,00 €;80;;;;;;;
RECHAZADO;T OV-20180220;NO;SI;24/01/2018;IMR;NAVARRA;OTROS;ENAGAS;ENAGAS;SERVICIOS SEGURIDAD INDUSTRIAL 2018-2020;CLIENTE ANTIGUO;SOLO SE MTEN PERNOCTAS. EL RESTO DE GASTOS LOS ABONAN CON FACTURA;;495.465,00 €;13000;;;;;;;
ACEPTADO;T OV-20180221;SI;;24/01/2018;IMR;NAVARRA;IMPLANTACION;ENDESA;ENDESA GENERACION;IMPLANTACION CD LOS GUINCHOS;CLIENTE ANTIGUO;;;1.982,00 €;590;;;;;;;
RECHAZADO;T OV-20180261;NO;;29/01/2018;IMR;NAVARRA;ATEX;ACCIONA;ES LEGARDA;SUPERVISION OPERACIONES;CLIENTE ANTIGUO;Lo asume Angel Alfonso;;375,00 €;25;;;;;;;
ACEPTADO;T OV-20180263;SI;;29/01/2018;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;PETROLEUM OIL & GAS ESPAÑA;ACR POZOS R1 Y M3;CLIENTE ANTIGUO;;;9.900,00 €;0;;;;;;;
RECHAZADO;T OV-20180267;NO;;29/01/2018;CPV;MADRID;RIESGOS;FOSTER WHEELER;FOSTER WHEELER;HAZOP SIL SIF HAZARDOUS AREAS MADRID;CLIENTE NUEVO;"Hay varias opciones y se actualizará 
estos datos conforme a opciON 
aceptada";;4.000,00 €;150;;;;;;;
ACEPTADO;T OV-20180279_A;SI;;30/01/2018;AAB;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;NEDGIA CATALUNYA;IMPL GNL CATALUNYA SUR;CLIENTE ANTIGUO;;;2.388,00 €;538;;;;;;;
ACEPTADO;T OV-20180288;NO;;30/01/2018;AAB;NAVARRA;AUTOPROTECCION;CRISERGAS;CRISERGAS;REV PE GNL EMPURIABRAVA;CLIENTE ANTIGUO;;;1.255,00 €;400;;;;;;;
ACEPTADO;T OV-20180285;SI;;30/01/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;UFD16 SSEE CIUDAD REAL;CLIENTE ANTIGUO;;;33.483,00 €;972;;;;;;;
ACEPTADO;T OV-20180315;NO;;02/02/2018;IMR;NAVARRA;SEVESO;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;RD840 ETAP PELAYOS DE LA PRESA;CLIENTE ANTIGUO;;;3.350,00 €;1670;;;;;;;
RECHAZADO;T OV-20180363;NO;;07/02/2018;MAP;MADRID;LOTO;ALTERTEC RENOVABLES;ALTERTEC RENOVABLES;SUMINISTRO LOTO;CLIENTE NUEVO;;;148,00 €;93;;;;;;;
ACEPTADO;T OV-20180365;SI;;07/02/2018;AAB;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;5 PE GNS CATALUNYA;CLIENTE ANTIGUO;;;6.891,00 €;571;;;;;;;
ACEPTADO;T OV-20180366;SI;;07/02/2018;AAB;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;APOYO GNS MATADERO EL NAVAZO;CLIENTE ANTIGUO;;;1.325,00 €;446;;;;;;;
ACEPTADO;T OV-20180382;NO;;09/02/2018;IMR;NAVARRA;AUTOPROTECCION;SACYR;VALORIZA SERVICIOS MEDIOAMBIENTALES;PA E IMPLANTACION ECOPARQUE LA RIOJA;CLIENTE ANTIGUO;;;4.875,00 €;250;;;;;;;
ACEPTADO;T OV-20180435;NO;;14/02/2018;MAP;NAVARRA;LOTO;SAICA PACK;SAICA PACK VIANA;SUMNISTRO LOTO;CLIENTE ANTIGUO;;;538,32 €;327;;;;;;;
ACEPTADO;T OV-20180436;NO;;14/02/2018;MAP;NAVARRA;LOTO;ELECTRICIDAD ADELL;ELECTRICIDAD ADELLE;SUMINISTRO LOTO;CLIENTE NUEVO;;;1.389,60 €;926;;;;;;;
RECHAZADO;T OV-20180463;SI;;15/02/2018;AAB;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;840/2015 + IARA MATADERO EL NAVAZO;CLIENTE ANTIGUO;Lo asume SPA del Matadero;;9.310,00 €;700;;;;;;;
RECHAZADO;T OV-20180481;NO;;19/02/2018;IMR;NAVARRA;AUTOPROTECCION;INVER MANAGEMENT;INVER MANAGEMENT;PAU 3 PE INVER MANAGEMENT;CLIENTE NUEVO;NO SE CUENTAN LAS IMPLATNACIONES;;5.550,00 €;150;;;;;;;
ACEPTADO;T OV-20180498_a;NO;;19/02/2018;IMR;NAVARRA;ATEX;FORMACIONES ATEX TS MAJADAS;ACCIONA;ACCIONA ENERGIA;CLIENTE ANTIGUO;;;1.442,00 €;469;;;;;;;
ACEPTADO;T OV-20180512;SI;;21/02/2018;AAB;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;NEDGIA GALICIA;REV PA GNL XINZO Y CERVO;CLIENTE ANTIGUO;;;2.958,00 €;578;;;;;;;
ACEPTADO;T OV-20180513;SI;;21/02/2018;AAB;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;NEDGIA CEGAS;IMPLANTACION GNL VALENCIA;CLIENTE ANTIGUO;;;2.333,70 €;484;;;;;;;
ACEPTADO;T OV-20180514;SI;;21/02/2018;AAB;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL REDES GLP;IMPLANTACION GLP MAO;CLIENTE ANTIGUO;;;1.423,20 €;498;;;;;;;
ACEPTADO;T OV-20180433;SI;;23/02/2018;IMR;MADRID;IMPLANTACION;ENDESA;ENDESA GENERACION;IMPLANTACION CT GRANADILLA;CLIENTE ANTIGUO;27-28/2  Y 4-5/4;;4.008,00 €;1412;;;;;;;
ACEPTADO;T OV-20180555;SI;;24/02/2018;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SDG;V74 EDIFICIO SANTA CATALINA;CLIENTE ANTIGUO;;;1.429,20 €;309;;;;;;;
RECHAZADO;T OV-20180543;NO;;22/02/2018;MAP;NAVARRA;LOTO;DDC SANABRIA;DDC SANABRIA;SUMINISTRO LOTO;CLIENTE NUEVO;;;271,70 €;163;;;;;;;
ACEPTADO;T OV-20180568;NO;;26/02/2018;MAP;NAVARRA;LOTO;ALCORTA FORGING GROUP;ALCORTA FORGING GROUP;PILOTO CONSIGNACION;CLIENTE NUEVO;;;5.243,00 €;1255;;;;;;;
ACEPTADO;T OV-20180569_A;NO;;26/02/2018;CPV;MADRID;RIESGOS;GAS NATURAL FENOSA ;GAS NATURAL INGENIERIA;HAZOP  BIOMETANO EN LERIDA;CLIENTE ANTIGUO;"El presupuesto puede disminuir 400€ 
en caso que se requierea sólo un informe  en inglés ";;3.498,00 €;428;;;;;;;
ACEPTADO;T OV-20180591;NO;;28/02/2018;IMR;NAVARRA;IMPLANTACION;ACCIONA;BIOMASA SANGÜESA;CURSOS AUTOPROTECCION BIOMASA SANGUESA 2018;CLIENTE ANTIGUO;;;1.207,00 €;90;;;;;;;
ACEPTADO;T OV-20180599_A;NO;SI;28/02/2018;IMR;NAVARRA;SEVESO;CEPSA;CEPSA COMERCIAL PETROLEO;SERVICIOS CEPSA 2018;CLIENTE ANTIGUO;gastos a definir por cada servicio;;18.288,00 €;;;;;;;;
ACEPTADO;T OV-20180601;NO;;28/02/2018;IMR;NAVARRA;ATEX;MOLGAS;MOLGAS;DPCEx GNL CACERES;CLIENTE ANTIGUO;;;1.650,00 €;250;;;;;;;
RECHAZADO;T OV-20180604_A;NO;;28/02/2018;CPV;MADRID;RIESGOS;GAS NATURAL FENOSA;GAS NATURAL INGENIERIA;HAZID/HAZOP/QRA/ADR DE GNC MOVIL;CLIENTE ANTIGUO;"Los gastos y presupuesto pueden variar
en caso que la contrataciON sea por separado ";;7.125,00 €;290;;;;;;;
ACEPTADO;T OV-20180596;SI;;28/02/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;UFD17 SSEE TOLEDO;CLIENTE ANTIGUO;;;27.437,00 €;770;;;;;;;
ACEPTADO;T OV-20180611;NO;;01/03/2018;IMR;NAVARRA;AUTOPROTECCION;GOBIERNO DE NAVARRA;GOBIERNO DE NAVARRA;PA MUSEOS ETNOLOGICO Y CARLISMO;CLIENTE NUEVO;;;3.030,00 €;120;;;;;;;
RECHAZADO;T OV-20180615;NO;;01/03/2018;IMR;NAVARRA;ATEX;IMQ PREVENCION;EBAKILAN;DPCEx IMQ EBAKILAN;IMQ;;;1.541,00 €;60;;;;;;;
ACEPTADO;T OV-20180633;SI;;05/03/2018;IMR;NAVARRA;IMPLANTACION;ENDESA;ENDESA GENERACION;IMP CD PUNTA GRANDE 2018;CLIENTE ANTIGUO;;;6.032,00 €;1672;;;;;;;
ACEPTADO;T OV-20180634;SI;;05/03/2018;IMR;NAVARRA;IMPLANTACION;ENDESA;ENDESA GENERACION;IMP CT IBIZA Y FORMENTERA 2018;CLIENTE ANTIGUO;;;5.733,00 €;1502;;;;;;;
ACEPTADO;T OV-20180671;NO;;07/03/2018;IMR;NAVARRA;ATEX;HAM;HAM;CZ UNIDAD UMR11-20;CLIENTE ANTIGUO;;;1.650,00 €;150;;;;;;;
ACEPTADO;T OV-20180673;SI;;08/03/2018;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SDG;V33 REUNION FINAL;CLIENTE ANTIGUO;;;449,00 €;150;;;;;;;
RECHAZADO;T OV-20180692;NO;;08/03/2018;MAP;NAVARRA;LOTO;DIAGNOSTIQA;DIAGNOSTIQA;SUMNISTRO LOTO;CLIENTE NUEVO;;;1.670,34 €;1002;;;;;;;
ACEPTADO;T OV-20180697;NO;;08/03/2018;MAP;NAVARRA;LOTO;DANA;DANA SPICER AYRA-CARDAN;SUMNISTRO LOTO;CLIENTE ANTIGUO;;;393,40 €;240;;;;;;;
ACEPTADO;T OV-20180714;NO;;09/03/2018;MAP;NAVARRA;LOTO;COMSA;COMSA;SUMNISTRO LOTO;CLIENTE ANTIGUO;;;124,32 €;99;;;;;;;
ACEPTADO;T OV-20180720;SI;;12/03/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;PA SET MATARROSA;CLIENTE ANTIGUO;;;1.918,00 €;193;;;;;;;
ACEPTADO;T OV-20180721;SI;;12/03/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;PA SET CARUCEDO;CLIENTE ANTIGUO;;;1.813,00 €;193;;;;;;;
ACEPTADO;T OV-20180730;SI;;12/03/2018;AAB;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;REV PEI GNL VEGENAT;CLIENTE ANTIGUO;;;2.271,00 €;356;;;;;;;
ACEPTADO;T OV-20180724;NO;;12/03/2018;CPV;MADRID;RIESGOS;GAS NATURAL FENOSA;GAS NATURAL INGENIERIA;HAZOP BIOMETANO EN A CORUÑA;CLIENTE ANTIGUO;"El presupuesto puede disminuir 400€ 
en caso que se requierea sólo un informe  en inglés";;3.506,00 €;476;;;;;;;
ACEPTADO;T OV-20180737;NO;;12/03/2018;MAP;NAVARRA;IMPLANTACION;ACCIONA;ACCIONA ENERGIA;SIMULACRO DE EMERGENCIAS FOTOVOLTAICA;CLIENTE ANTIGUO;;;639,00 €;29;;;;;;;
ACEPTADO;T OV-20180740;NO;;13/03/2018;MAP;NAVARRA;LOTO;DANA;DANA AUTOMOCION PAMPLONA;ELABORACION DE FICHAS DE BLOQUEO;CLIENTE NUEVO;;;2.451,00 €;90;;;;;;;
RECHAZADO;T OV-20180749;NO;;13/03/2018;MAP;NAVARRA;LOTO;ASPACE;ECOINTEGRA;SISTEMA LOTO;CLIENTE ANTIGUO;;;4.300,00 €;118;;;;;;;
ACEPTADO;T OV-20180651;NO;;13/03/2018;MAP;NAVARRA;APQ;ACCIONA;ACCIONA ENERGIA;LEGALIZACION APQ EOLICA;CLIENTE ANTIGUO;El presupuesto es por cada parque. Hay 38 parques;;18.430,00 €;0;;;;;;;
RECHAZADO;T OV-20180782;NO;;14/03/2018;MAP;NAVARRA;LOTO;INGETEAM;INGETEAM POWER TECHNOLOGY;SUMINISTRO LOTO;CLIENTE ANTIGUO;;;1.636,62 €;986;;;;;;;
ACEPTADO;T OV-20180814_a;NO;;16/03/2018;AAB;NAVARRA;CSTMP;ICER RAIL;ICER RAIL;CONSEJERO DE SEGURIDAD;CLIENTE ANTIGUO;;;850,00 €;10;;;;;;;
ACEPTADO;T OV-20180831;SI;;19/03/2018;IMR;NAVARRA;CSTMP;ACCIONA;TERMOSOLAR PALMA SAETILLA;CS MEDIA JORNADA EXTRA VISITA ABRIL 2018;CLIENTE ANTIGUO;;;325,00 €;30;;;;;;;
RECHAZADO;T OV-20180805;NO;SI;20/03/2018;IMR;NAVARRA;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;AUTOPROTECCION CH Y PE;CLIENTE NUEVO;LICITACION AMPLIA;;139.625,00 €;18151;;;;;;;
ACEPTADO;T OV-20180839_A;NO;;20/03/2018;IMR;NAVARRA;ATEX;ESSITY;SCA HYGIENE SPAIN;DPCEx SCA ALLO;CLIENTE NUEVO;;;4.490,00 €;75;;;;;;;
ACEPTADO;T OV-20180886;SI;;21/03/2018;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS SDG;840 GNL CAOBAR;CLIENTE ANTIGUO;EN FASE PROYECTO;;2.500,00 €;0;;;;;;;
RECHAZADO;T OV-20180866;NO;;22/03/2018;IMR;NAVARRA;AUTOPROTECCION;AGUAS DE TORRELAVEGA;AGUAS DE TORRELAVEGA;PA ETAP TORRELAVEGA;CLIENTE NUEVO;Email 10/08;;3.130,00 €;340;;;;;;;
ACEPTADO;T OV-20180890_A;NO;;22/03/2018;IMR;NAVARRA;IMPLANTACION;ACCIONA;ACCIONA ENERGIA;SIMULACRO CH IRATI;CLIENTE ANTIGUO;;;655,40 €;0;;;;;;;
RECHAZADO;T OV-20180922;NO;;27/03/2018;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA AGUA;JUSTIFICACION NO ATEX EDAR MAIRENA DE ALCOR;CLIENTE ANTIGUO;Email 10/08;;825,00 €;45;;;;;;;
ACEPTADO;T OV-20162197 ;NO;;27/03/2018;IMR;NAVARRA;MEDIO AMBIENTE;FAGOR EDERLAN;FAGOR EDERLAN TAFALLA S.COOP;ERA FAGOR TAFALLA;CLIENTE ANTIGUO;;;4.500,00 €;90;;;;;;;
RECHAZADO;T OV-20180924;NO;;27/03/2018;TTG;MADRID;LOTO;ONTEX;ONTEX SEGOVIA;PILOTO CONSIGNACION;CLIENTE NUEVO;;;3.290,00 €;485;;;;;;;
ACEPTADO;T OV-20180951;NO;;28/03/2018;IMR;NAVARRA;ATEX;IMQ PREVENCION;LAYDE STEEL;DPCEx LAYDE STEEL;IMQ;;;1.792,00 €;105;;;;;;;
ACEPTADO;T OV-20180952;NO;;28/03/2018;IMR;NAVARRA;SEVESO;REINS;REINS;RD840 GNL MENORCA;CLIENTE ANTIGUO;;;17.850,00 €;0;;;;;;;
ACEPTADO;T OV-20180953;NO;;28/03/2018;IMR;NAVARRA;ATEX;SCPSA;SCPSA;FORMACION ATEX CTR O EDAR;CLIENTE ANTIGUO;;;350,00 €;15;;;;;;;
ACEPTADO;T OV-20180955_A;NO;;28/03/2018;IMR;NAVARRA;AUTOPROTECCION;GOBIERNO DE NAVARRA;OSASUNBIDEA;SERVICIOS AUTOPROTECCION 2018;CLIENTE ANTIGUO;;;4.950,00 €;75;;;;;;;
ACEPTADO;T OV-20180958;NO;;28/03/2018;IMR;NAVARRA;SEVESO;FCC ;EKONOR;840 EKONOR ZIERBENA;CLIENTE ANTIGUO;;;1.250,00 €;150;;;;;;;
RECHAZADO;T OV-20180984;NO;;04/04/2018;TTG;MADRID;SEVESO;FAGOR EDERLAN;FAGOR EDERLAN TAFALLA S.COOP;ADAPTACION INDICE PEI AL RD393/2007;CLIENTE ANTIGUO;;;380,00 €;0;;;;;;;
RECHAZADO;T OV-20180985_A;NO;;05/04/2018;CPV;MADRID;RIESGOS;DNV;DNV-GL;FORMACION HAZOP ;CLIENTE ANTIGUO;Posible gasto de desplazamiento a Pamplona no incluido. Se pagaría aparte ;;590,00 €;0;;;;;;;
ACEPTADO;T OV-20181017;SI;;06/04/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;UFD24_A SUB RIVAS;CLIENTE ANTIGUO;;;1.535,00 €;0;;;;;;;
RECHAZADO;T OV-20181050;NO;;11/04/2018;CPV;MADRID;RIESGOS;DNV;DNV-GL;HAZOP FERTIBERIA;CLIENTE ANTIGUO;La oferta puede incrementar su precio si la Propiedad elige in situ (opciON B)  ;;26.730,00 €;4818;;;;;;;
ACEPTADO;T OV-20181059;SI;;11/04/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;UFD18 SSEE LEON;CLIENTE ANTIGUO;;;16.141,00 €;831;;;;;;;
ACEPTADO;T OV-20181078_A;SI;;12/04/2018;MAP;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;REVISION PEI CC SAN ROQUE;CLIENTE ANTIGUO;;;3.261,80 €;977;;;;;;;
RECHAZADO;T OV-20181090;NO;;13/04/2018;IMR;NAVARRA;SEVESO;GUARDIAN;GUARDIAN INDUSTRIES NAVARRA;840 GUARDIAN NAVARRA;CLIENTE NUEVO;;;6.500,00 €;200;;;;;;;
RECHAZADO;T OV-20181091;NO;SI;13/04/2018;IMR;NAVARRA;AUTOPROTECCION;ACCIONA;ACCIONA AGUA;AUTOPROTECCION ACCIONA AGUA CANARIAS;CLIENTE ANTIGUO;;;9.800,00 €;1400;;;;;;;
ACEPTADO;T OV-20181099;NO;;16/04/2018;MAP;NAVARRA;APQ;ACCIONA;ACCIONA ENERGIA;LEGALIZACION APQ BM SANGÜESA;CLIENTE ANTIGUO;;;1.704,60 €;70;;;;;;;
ACEPTADO;T OV-20181145_A;NO;;19/04/2018;IMR;NAVARRA;IMPLANTACION;HERA;HERA VENTA DE BAÑOS;IMPLANTACION HERA VENTA DE BAÑOS;CLIENTE ANTIGUO;SERVICIOS JUNTO CON FORMACION;;2.875,00 €;730;;;;;;;
ACEPTADO;T OV-20181151;NO;;20/04/2018;MAP;NAVARRA;LOTO;MAGNESITAS DE NAVARRA;MAGNESITAS DE NAVARRA;SUMINISTRO LOTO;CLIENTE ANTIGUO;;;257,88 €;155;;;;;;;
RECHAZADO;T OV-20181152;NO;;20/04/2018;IMR;NAVARRA;OTROS;CONTOURGLOBAL;CONTOUR GLOBAL   ;GAP ANALISIS ACCIONA CONTOUR;CLIENTE NUEVO;;;34.750,00 €;6480;;;;;;;
ACEPTADO;T OV-20181168;NO;;23/04/2018;IMR;NAVARRA;IMPLANTACION;ACCIONA;ACCIONA ENERGIA;SIMULACRO SARRIGUREN 5;CLIENTE ANTIGUO;;;750,00 €;25;;;;;;;
ACEPTADO;T OV-20181172;NO;;23/04/2018;TTG;MADRID;LOTO;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;SUMINISTRO LOTO;CLIENTE ANTIGUO;LAB CONTADORES;;1.346,77 €;0;;;;;;;
ACEPTADO;T OV-20181174;NO;;23/04/2018;TTG;MADRID;LOTO;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;SUMINISTRO LOTO;CLIENTE ANTIGUO;PLANTA EMBOTELLADORA;;1.313,58 €;0;;;;;;;
ACEPTADO;T OV-20181182;NO;;24/04/2018;IMR;NAVARRA;ATEX;AEMA;AEMA;CLASIFICACION ZONAS AEMA EDAR INGENIERIA;CLIENTE NUEVO;;;1.500,00 €;50;;;;;;;
ACEPTADO;T OV-20181228;SI;;27/04/2018;MAP;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL FENOSA RENOVABLES;ELABORACION PAU's PE GRAN CANARIAS;CLIENTE ANTIGUO;;;8.140,20 €;1145;;;;;;;
ACEPTADO;T OV-20181291;SI;;03/05/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;UFD19 SSEE PONTEVEDRA;CLIENTE ANTIGUO;;;14.401,20 €;931;;;;;;;
ACEPTADO;T OV-20181292;SI;;03/05/2018;APG;MADRID;AUTOPROTECCION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;UFD20 SSEE PONTEVEDRA;CLIENTE ANTIGUO;;;12.776,40 €;821;;;;;;;
ACEPTADO;T OV-20181298;SI;;03/05/2018;AAB;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;NEDGIA CASTILLA Y LEON;REV PE GNL VILLASANA DE MENA;CLIENTE ANTIGUO;;;1.227,00 €;112;;;;;;;
ACEPTADO;T OV-20181299;;;03/05/2018;AAB;NAVARRA;AUTOPROTECCION;CRISERGAS;CRISERGAS;PE GNL ARBECA;CLIENTE ANTIGUO;;;1.575,00 €;0;;;;;;;
RECHAZADO;T OV-20181306;SI;;04/05/2018;AAB;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;NEDGIA CASTILLA-LA MANCHA;REV 3 PE PSR GNL CLM;CLIENTE ANTIGUO;Mandado mail el 11/05/2018;;3.395,00 €;500;;;;;;;
ACEPTADO;T OV-20181328;SI;;07/05/2018;IMR;NAVARRA;AUTOPROTECCION;ENDESA;ENDESA GENERACION;REV PA CT ALMERIA;CLIENTE ANTIGUO;;;6.300,00 €;1020;;;;;;;
RECHAZADO;T OV-20181351;NO;;09/05/2018;MAP;NAVARRA;S. ELECTRICOS;FERRO;FERRO PIGMENTS COMPANY;ESTUDIO DE RIESGO ARCO ELECTRICO;CLIENTE ANTIGUO;;;6.080,00 €;581;;;;;;;
RECHAZADO;T OV-20181353;SI;;10/05/2018;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;REV PA CC CAMPO GIBRALTAR ;CLIENTE ANTIGUO;;;500,00 €;0;;;;;;;
ACEPTADO;T OV-20181359;SI;;10/05/2018;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;INFORMES IMPLANTACION CC BESOS GNF;CLIENTE ANTIGUO;;;400,00 €;0;;;;;;;
RECHAZADO;T OV-20181360;NO;;10/05/2018;IMR;NAVARRA;OTROS;ACCIONA;ACCIONA AGUA;RD 2267 EDAR ARROYOCULEBRO;CLIENTE ANTIGUO;;;975,00 €;0;;;;;;;
ACEPTADO;T OV-20181377;SI;;11/05/2018;APG;MADRID;IMPLANTACION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;IMPLANTACION SSEE CORUÑA;CLIENTE ANTIGUO;;;1.282,40 €;357;;;;;;;
ACEPTADO;T OV-20181378;SI;;11/05/2018;APG;MADRID;IMPLANTACION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;IMPLANTACION SSEE LEON;CLIENTE ANTIGUO;;;1.282,40 €;357;;;;;;;
ACEPTADO;T OV-20181379;SI;;11/05/2018;APG;MADRID;IMPLANTACION;GAS NATURAL FENOSA;UNION FENOSA DISTRIBUCION;IMPLANTACION SSEE CIUDAD REAL;CLIENTE ANTIGUO;;;1.083,00 €;158;;;;;;;
RECHAZADO;T OV-20181382;NO;SI;11/05/2018;AAB;NAVARRA;IMPLANTACION;REDEXIS GAS;REDEXIS GAS;IMPL 4 GNL-GLP REDEXIS;CLIENTE NUEVO;;;3.900,00 €;1000;;;;;;;
ACEPTADO;T OV-20181385;SI;;11/05/2018;IMR;NAVARRA;IMPLANTACION;ENDESA;ENDESA GENERACION;SIMULACRO CT ALCUDIA;CLIENTE ANTIGUO;;;1.769,00 €;446;;;;;;;
ACEPTADO;T OV-20180749-A;NO;;11/05/2018;MAP;NAVARRA;LOTO;ASPACE;ECOINTEGRA;SISTEMA LOTO;CLIENTE ANTIGUO;;;1.775,00 €;28;;;;;;;
RECHAZADO;T OV-20180749-B;NO;;11/05/2018;MAP;NAVARRA;LOTO;ASPACE;ECOINTEGRA;SISTEMA LOTO;CLIENTE ANTIGUO;;;1.010,00 €;28;;;;;;;
RECHAZADO;T OV-20181388;NO;;11/05/2018;AAB;NAVARRA;MEDIO AMBIENTE;MOLGAS;MOLGAS;27 ERA PSR GNL MOLGAS;CLIENTE ANTIGUO;NO SALE POR PRECIO;;63.990,00 €;0;;;;;;;
ACEPTADO;T OV-20181396;NO;;14/05/2018;IMR;NAVARRA;ATEX;WESTROCK;WESTROCK;DPCEx  WESTROCK;CLIENTE ANTIGUO;;;1.545,00 €;114;;;;;;;
ACEPTADO;T OV-20181404;NO;;15/05/2018;IMR;NAVARRA;ATEX;CGB CONSULTORES;PALACIOS ALIMENTACION;DPCEx PLANTAS GRUPO PALACIOS;CLIENTE ANTIGUO;POSIBLE COLABORACION CON CGB CONSULTORES (7,5% A FACTURAR POR ELLOS);;6.300,00 €;420;;;;;;;
ACEPTADO;T OV-20181407;NO;;15/05/2018;IMR;NAVARRA;AUTOPROTECCION;ACCIONA ;ACCIONA ENERGIA;PA PILOTO PE ACCIONA ENERGIA;CLIENTE ANTIGUO;;;2.025,00 €;60;;;;;;;
RECHAZADO;T OV-20181457;NO;;16/05/2018;AAB;NAVARRA;AUTOPROTECCION;SIMA;SIMA;REV PAU GNL ARROYO NORTE;CLIENTE NUEVO;;;1.575,00 €;45;;;;;;;
ACEPTADO;T OV-20181493;NO;;21/05/2018;IMR;NAVARRA;AUTOPROTECCION;ACCIONA;ACCIONA ENERGIA;PA FV ACCIONA ENERGIA;CLIENTE ANTIGUO;;;17.500,00 €;1255;;;;;;;
